,assessment_date,county,sub-county,location_type,households_in_location,households_departed,departure_date,1st_reason_for_departure,2nd_reason_for_departure,3rd_reason_for_departure,households_pastoralism_drop,pastoralism_drop_date,1st_reason_to_drop,2nd_reason_to_drop,3rd_reason_to_drop,households_arrived,arrival_date,country_arrived_from,sub-county_arrived_from,1st_reason_for_departure_from_origin,2nd_reason_for_departure_from_origin,3rd_reason_for_departure_from_origin,households_returned,country_returned_from,sub-county_returned_from,1st_reason_for_returning,2nd_reason_for_returning,livelihood_1,households_livelihood_1,livelihood_2,households_livelihood_2,livelihood_3,households_livelihood_3,1st_challenge,2nd_challenge,3rd_challenge,1st_health_concern,2nd_health_concern,3rd_health_concern,functional_watersources,watersource_distance,water_queue_time,percent_drinkingwater_access,percent_cookingwater_access,educational_facility,students,school_dropouts,safety_concerns
561,2022-09-06,Garissa,Fafi,Village,100,19,2020 To 2022,Drought,Resource-Based Conflict,Flash Floods Or Seasonal Floods,0,Other,Other,Other,Other,20,2020 To 2022,Kenya,Balambala,Drought,Resource-Based Conflict,Flash Floods Or Seasonal Floods,0,Other,Other,Other,Other,Pastoralism,48,Trade,1,Employment (Includes Public And Private Sectors),2,Environmental Challenges,Resource Based Conflict,Lack Of Food And Water,Malaria,Pneumonia,Diarrhea,1,38,26,0,0,Yes,5000,200,Weather
562,2022-09-06,Garissa,Ijara,Village,800,136,Before 2020,Drought,Other,Other,100,2020 To 2022,Drought,Other,Other,11,2020 To 2022,Kenya,Ijara,Drought,Other,Other,0,Other,Other,Other,Other,Pastoralism,600,Trade,50,Other,47,Lack Of Food And Water,Loss Of Livelihood,Other,Malaria,Pneumonia,Diarrhea,2,50,50,50,50,Yes,0,5,Other
563,2022-09-06,Garissa,Fafi,Village,1200,75,2020 To 2022,Drought,Resource-Based Conflict,Flash Floods Or Seasonal Floods,500,2020 To 2022,Drought,Resource-Based Conflict,Other,90,2020 To 2022,Kenya,Ijara,Drought,Resource-Based Conflict,Other,150,Kenya,Bura,Resource-Based Conflict,Drought,Pastoralism,700,Agro Pastoralism,300,Trade,250,Environmental Challenges,Loss Of Livelihood,Resource Based Conflict,Malaria,Pneumonia,Diarrhea,2,38,38,75,50,Yes,630,115,Lack Of Privacy
564,2022-09-06,Garissa,Dadaab,Village,400,80,2020 To 2022,Drought,Resource-Based Conflict,Other,120,2020 To 2022,Drought,Resource-Based Conflict,Other,34,2020 To 2022,Kenya,Wajir/South,Drought,Resource-Based Conflict,Other,27,Kenya,Fafi,Drought,Resource-Based Conflict,Farming,1750,Pastoralism,500,Trade,33,Safety And Security,Lack Of Food And Water,Resource Based Conflict,Malaria,Tuberculosis,Diarrhea,3,50,50,50,50,Yes,288,6,Weather
565,2022-09-06,Garissa,Dadaab,Village,505,173,2020 To 2022,Drought,Resource-Based Conflict,Other,305,2020 To 2022,Drought,Resource-Based Conflict,Other,27,2020 To 2022,Kenya,Lagdera,Drought,Resource-Based Conflict,Other,0,Other,Other,Other,Other,Pastoralism,600,Trade,23,Other,29,Environmental Challenges,Resource Based Conflict,Lack Of Food And Water,Malaria,Diarrhea,Acute Malnutrition,4,50,50,50,50,Yes,370,51,Lack Of Basic Services Water Electricity Etc
566,2022-09-05,Garissa,Dadaab,Village,400,50,2020 To 2022,Drought,Resource-Based Conflict,Flash Floods Or Seasonal Floods,200,2020 To 2022,Drought,Resource-Based Conflict,Flash Floods Or Seasonal Floods,100,2020 To 2022,Kenya,Lagdera,Drought,Flash Floods Or Seasonal Floods,Resource-Based Conflict,50,Kenya,Fafi,Drought,Flash Floods Or Seasonal Floods,Pastoralism,400,Trade,21,Farming,20,Lack Of Food And Water,Environmental Challenges,Loss Of Livelihood,Malaria,Diarrhea,Typhoid,1,10,38,25,50,Yes,1000,150,Lack Of Basic Services Water Electricity Etc
567,2022-09-06,Garissa,Dadaab,Village,300,20,2020 To 2022,Drought,Resource-Based Conflict,Flash Floods Or Seasonal Floods,200,2020 To 2022,Drought,Flash Floods Or Seasonal Floods,Resource-Based Conflict,50,2020 To 2022,Kenya,Dadaab,Drought,Resource-Based Conflict,Flash Floods Or Seasonal Floods,100,Kenya,Wajir/North,Drought,Resource-Based Conflict,Pastoralism,1000,Trade,200,Farming,50,Safety And Security,Ethnic Conflicts,Resource Based Conflict,Malaria,Diarrhea,Typhoid,1,38,26,25,25,No,900,130,Lack Of Security
568,2022-09-06,Garissa,Dadaab,Village,750,100,2020 To 2022,Drought,Flash Floods Or Seasonal Floods,Resource-Based Conflict,500,2020 To 2022,Drought,Resource-Based Conflict,Flash Floods Or Seasonal Floods,50,2020 To 2022,Kenya,Lagdera,Drought,Fires,Flash Floods Or Seasonal Floods,30,Kenya,Wajir/South,Drought,Fires,Other,350,Trade,15,Pastoralism,200,Environmental Challenges,Lack Of Food And Water,Loss Of Livelihood,Malaria,Pneumonia,Acute Malnutrition,2,50,50,50,50,Yes,60,50,Lack Of Basic Services Water Electricity Etc
569,2022-09-06,Garissa,Dadaab,Village,700,150,2020 To 2022,Drought,Resource-Based Conflict,Other,100,2020 To 2022,Drought,Resource-Based Conflict,Other,180,2020 To 2022,Kenya,Lagdera,Drought,Resource-Based Conflict,Other,120,Kenya,Wajir/South,Drought,Resource-Based Conflict,Farming,1750,Pastoralism,500,Trade,33,Safety And Security,Lack Of Food And Water,Resource Based Conflict,Malaria,Tuberculosis,Diarrhea,3,50,50,50,50,Yes,288,6,Weather
570,2022-09-06,Garissa,Balambala,Village,300,62,2020 To 2022,Drought,Resource-Based Conflict,Other,60,2020 To 2022,Drought,Resource-Based Conflict,Other,120,2020 To 2022,Kenya,Lagdera,Drought,Resource-Based Conflict,Other,120,Kenya,Lagdera,Drought,Resource-Based Conflict,Farming,1750,Pastoralism,500,Trade,33,Safety And Security,Lack Of Food And Water,Resource Based Conflict,Malaria,Tuberculosis,Diarrhea,3,50,50,50,50,Yes,288,6,Weather
571,2022-09-07,Garissa,Dadaab,Village,700,50,2020 To 2022,Drought,Resource-Based Conflict,Other,50,2020 To 2022,Drought,Resource-Based Conflict,Other,100,2020 To 2022,Kenya,Lagdera,Drought,Resource-Based Conflict,Other,50,Kenya,Lagdera,Drought,Resource-Based Conflict,Farming,1750,Pastoralism,500,Trade,33,Safety And Security,Lack Of Food And Water,Resource Based Conflict,Malaria,Tuberculosis,Diarrhea,3,50,50,50,50,Yes,288,6,Weather
572,2022-09-07,Garissa,Garissa Township,Town In Urban,500,0,Other,Other,Other,Other,160,2020 To 2022,Drought,Drought,Other,40,2020 To 2022,Kenya,Lafey,Drought,Other,Resource-Based Conflict,30,Kenya,Fafi,Drought,Other,Pastoralism,200,Farming,10,Trade,5,Other,Safety And Security,Lack Of Food And Water,Diarrhea,No Additional Challenge,No Additional Challenge,0,50,50,100,25,Yes,455,0,Weather
573,2022-09-06,Garissa,Lagdera,Village,150,10,2020 To 2022,Drought,Resource-Based Conflict,Other,8,2020 To 2022,Drought,Resource-Based Conflict,Other,0,Other,Other,Other,Other,Other,Other,10,Kenya,Eldas,Drought,Resource-Based Conflict,Pastoralism,400,Agro Pastoralism,100,Trade,120,Environmental Challenges,Loss Of Livelihood,Lack Of Access To Essential Services,Malaria,Pneumonia,No Additional Challenge,4,10,10,25,75,Yes,700,50,Lack Of Privacy
574,2022-09-06,Garissa,Garissa Township,Village,290,0,Other,Other,Other,Other,100,2020 To 2022,Drought,Resource-Based Conflict,Other,50,2020 To 2022,Kenya,Lagdera,Drought,Resource-Based Conflict,Other,100,Kenya,Dadaab,Drought,Resource-Based Conflict,Pastoralism,700,Trade,200,Employment (Includes Public And Private Sectors),30,Environmental Challenges,Lack Of Food And Water,Resource Based Conflict,Malaria,No Additional Challenge,No Additional Challenge,1,38,10,100,100,Yes,600,60,Lack Of Basic Services Water Electricity Etc
575,2022-09-05,Garissa,Lagdera,Village,500,60,2020 To 2022,Drought,Resource-Based Conflict,Other,20,2020 To 2022,Drought,Resource-Based Conflict,Other,0,Other,Other,Other,Other,Other,Other,200,Kenya,Wajir/South,Drought,Resource-Based Conflict,Pastoralism,400,Agro Pastoralism,100,Trade,120,Environmental Challenges,Loss Of Livelihood,Lack Of Access To Essential Services,Malaria,Pneumonia,No Additional Challenge,4,10,10,25,75,Yes,700,50,Lack Of Privacy
576,2022-09-06,Garissa,Lagdera,Village,250,6,2020 To 2022,Drought,Resource-Based Conflict,Other,14,2020 To 2022,Drought,Resource-Based Conflict,Other,0,Other,Other,Other,Other,Other,Other,0,Other,Other,Other,Other,Pastoralism,40,Agro Pastoralism,20,Trade,12,Environmental Challenges,Safety And Security,No Additional Challenge,Malaria,No Additional Challenge,No Additional Challenge,2,38,50,25,25,No,36,0,Lack Of Basic Services Water Electricity Etc
577,2022-09-07,Garissa,Dadaab,Village,80,56,2020 To 2022,Drought,Resource-Based Conflict,Other,14,2020 To 2022,Drought,Resource-Based Conflict,Other,10,2020 To 2022,Kenya,Lagdera,Drought,Resource-Based Conflict,Other,0,Other,Other,Other,Other,Pastoralism,600,Trade,23,Other,29,Environmental Challenges,Resource Based Conflict,Lack Of Food And Water,Malaria,Diarrhea,Acute Malnutrition,4,50,50,50,50,Yes,370,51,Lack Of Basic Services Water Electricity Etc
578,2022-09-07,Garissa,Garissa Township,Village,720,0,Other,Other,Other,Other,98,2020 To 2022,Drought,Other,Resource-Based Conflict,40,2020 To 2022,Kenya,Fafi,Drought,Other,Resource-Based Conflict,0,Other,Other,Other,Other,Trade,890,Pastoralism,551,Farming,312,Environmental Challenges,Safety And Security,No Additional Challenge,Pneumonia,No Additional Challenge,No Additional Challenge,2,10,10,75,100,Yes,2396,510,Lack Of Privacy
579,2022-09-07,Garissa,Ijara,Village,180,1000,2020 To 2022,Drought,Other,Resource-Based Conflict,1000,2020 To 2022,Drought,Resource-Based Conflict,Other,500,2020 To 2022,Kenya,Lamu/West,Drought,Resource-Based Conflict,Other,1000,Kenya,Ijara,Drought,Other,Pastoralism,700,Agro Pastoralism,300,Trade,250,Environmental Challenges,Loss Of Livelihood,Resource Based Conflict,Malaria,Pneumonia,Diarrhea,2,38,38,75,50,Yes,630,115,Lack Of Privacy
580,2022-09-07,Garissa,Garissa Township,Village,920,0,Other,Other,Other,Other,102,2020 To 2022,Drought,Resource-Based Conflict,Other,38,2020 To 2022,Kenya,Balambala,Drought,Resource-Based Conflict,Other,0,Other,Other,Other,Other,Pastoralism,700,Trade,200,Employment (Includes Public And Private Sectors),30,Environmental Challenges,Lack Of Food And Water,Resource Based Conflict,Malaria,No Additional Challenge,No Additional Challenge,1,38,10,100,100,Yes,600,60,Lack Of Basic Services Water Electricity Etc
581,2022-09-07,Garissa,Ijara,Village,2400,10,2020 To 2022,Drought,Resource-Based Conflict,Other,2000,2020 To 2022,Drought,Other,Resource-Based Conflict,0,Other,Other,Other,Other,Other,Other,1200,Kenya,Ijara,Resource-Based Conflict,Drought,Pastoralism,400,Agro Pastoralism,100,Trade,120,Environmental Challenges,Loss Of Livelihood,Lack Of Access To Essential Services,Malaria,Pneumonia,No Additional Challenge,4,10,10,25,75,Yes,700,50,Lack Of Privacy
582,2022-09-07,Garissa,Ijara,Village,400,100,2020 To 2022,Drought,Other,Other,150,2020 To 2022,Drought,Other,Drought,130,2020 To 2022,Kenya,Fafi,Drought,Other,Other,50,Kenya,Ijara,Drought,Other,Pastoralism,200,Trade,5,Employment (Includes Public And Private Sectors),20,Environmental Challenges,Loss Of Livelihood,No Additional Challenge,Malaria,Acute Malnutrition,No Additional Challenge,7,26,50,25,25,Yes,262,28,Weather
583,2022-09-06,Garissa,Fafi,Village,500,200,2020 To 2022,Drought,Resource-Based Conflict,Other,30,2020 To 2022,Drought,Resource-Based Conflict,Other,100,2020 To 2022,Kenya,Wajir/South,Drought,Resource-Based Conflict,Other,80,Kenya,Dadaab,Drought,Resource-Based Conflict,Pastoralism,400,Other,200,Trade,5,Safety And Security,Resource Based Conflict,Lack Of Food And Water,Malaria,Pneumonia,Diarrhea,2,50,38,25,25,No,0,0,Weather
584,2022-09-06,Garissa,Balambala,Village,100,30,2020 To 2022,Drought,Resource-Based Conflict,Other,86,2020 To 2022,Drought,Resource-Based Conflict,Other,20,2020 To 2022,Kenya,Lagdera,Drought,Resource-Based Conflict,Other,10,Kenya,Lagdera,Drought,Resource-Based Conflict,Farming,1750,Pastoralism,500,Trade,33,Safety And Security,Lack Of Food And Water,Resource Based Conflict,Malaria,Tuberculosis,Diarrhea,3,50,50,50,50,Yes,288,6,Weather
585,2022-09-07,Garissa,Fafi,Village,170,13,2020 To 2022,Drought,Resource-Based Conflict,Flash Floods Or Seasonal Floods,20,2020 To 2022,Drought,Flash Floods Or Seasonal Floods,Resource-Based Conflict,45,2020 To 2022,Kenya,Balambala,Drought,Resource-Based Conflict,Flash Floods Or Seasonal Floods,8,Kenya,Ijara,Drought,Resource-Based Conflict,Pastoralism,487,Trade,28,Employment (Includes Public And Private Sectors),15,Environmental Challenges,Resource Based Conflict,Lack Of Food And Water,Diarrhea,Malaria,No Additional Challenge,3,38,38,75,75,Yes,19,0,Lack Of Basic Services Water Electricity Etc
586,2022-09-07,Garissa,Garissa Township,Town In Urban,360,0,Other,Other,Other,Other,140,2020 To 2022,Drought,Drought,Other,10,2020 To 2022,Kenya,Wajir/South,Drought,Other,Resource-Based Conflict,0,Other,Other,Other,Other,Pastoralism,700,Trade,200,Employment (Includes Public And Private Sectors),30,Environmental Challenges,Lack Of Food And Water,Resource Based Conflict,Malaria,No Additional Challenge,No Additional Challenge,1,38,10,100,100,Yes,600,60,Lack Of Basic Services Water Electricity Etc
587,2022-09-07,Garissa,Fafi,Village,900,300,2020 To 2022,Drought,Resource-Based Conflict,Other,300,2020 To 2022,Drought,Resource-Based Conflict,Other,200,2020 To 2022,Kenya,Wajir/South,Drought,Resource-Based Conflict,Other,400,Kenya,Lagdera,Drought,Resource-Based Conflict,Farming,1750,Pastoralism,500,Trade,33,Safety And Security,Lack Of Food And Water,Resource Based Conflict,Malaria,Tuberculosis,Diarrhea,3,50,50,50,50,Yes,288,6,Weather
588,2022-09-07,Garissa,Garissa Township,Village,150,20,2020 To 2022,Drought,Resource-Based Conflict,Other,100,2020 To 2022,Drought,Resource-Based Conflict,Other,100,2020 To 2022,Kenya,Balambala,Drought,Resource-Based Conflict,Other,50,Kenya,Bura,Drought,Resource-Based Conflict,Pastoralism,514,Trade,150,Employment (Includes Public And Private Sectors),50,Environmental Challenges,Loss Of Livelihood,Lack Of Access To Essential Services,Malaria,Diarrhea,Tuberculosis,2,50,50,75,75,Yes,0,0,Lack Of Basic Services Water Electricity Etc
589,2022-09-07,Garissa,Garissa Township,Village,38,0,Other,Other,Other,Other,25,2020 To 2022,Drought,Resource-Based Conflict,Other,30,2020 To 2022,Kenya,Dadaab,Drought,Resource-Based Conflict,Other,40,Kenya,Fafi,Drought,Resource-Based Conflict,Pastoralism,700,Trade,200,Employment (Includes Public And Private Sectors),30,Environmental Challenges,Lack Of Food And Water,Resource Based Conflict,Malaria,No Additional Challenge,No Additional Challenge,1,38,10,100,100,Yes,600,60,Lack Of Basic Services Water Electricity Etc
590,2022-09-07,Garissa,Garissa Township,Village,160,10,2020 To 2022,Drought,Resource-Based Conflict,Other,100,2020 To 2022,Drought,Other,Other,72,2020 To 2022,Kenya,Lagdera,Drought,Other,Other,17,Kenya,Lagdera,Drought,Other,Pastoralism,1200,Trade,60,Agro Pastoralism,50,Safety And Security,No Additional Challenge,No Additional Challenge,Malaria,Pneumonia,Diarrhea,3,50,50,75,75,Yes,50,20,Weather
591,2022-09-07,Garissa,Dadaab,Village,180,30,2020 To 2022,Drought,Resource-Based Conflict,Other,50,2020 To 2022,Drought,Resource-Based Conflict,Other,20,2020 To 2022,Kenya,Lagdera,Drought,Resource-Based Conflict,Other,10,Kenya,Lagdera,Drought,Resource-Based Conflict,Farming,1750,Pastoralism,500,Trade,33,Safety And Security,Lack Of Food And Water,Resource Based Conflict,Malaria,Tuberculosis,Diarrhea,3,50,50,50,50,Yes,288,6,Weather
592,2022-09-07,Garissa,Dadaab,Village,300,40,2020 To 2022,Drought,Resource-Based Conflict,Flash Floods Or Seasonal Floods,210,2020 To 2022,Drought,Flash Floods Or Seasonal Floods,Resource-Based Conflict,49,2020 To 2022,Kenya,Wajir/South,Flash Floods Or Seasonal Floods,Resource-Based Conflict,Drought,18,Kenya,Wajir/South,Drought,Resource-Based Conflict,Pastoralism,250,Farming,40,Employment (Includes Public And Private Sectors),10,Loss Of Livelihood,Lack Of Access To Essential Services,Environmental Challenges,Diarrhea,Pneumonia,Typhoid,1,50,26,25,25,Yes,570,20,Weather
593,2022-09-07,Garissa,Dadaab,Village,900,200,2020 To 2022,Drought,Resource-Based Conflict,Other,180,2020 To 2022,Drought,Resource-Based Conflict,Other,250,2020 To 2022,Kenya,Lagdera,Drought,Resource-Based Conflict,Other,200,Kenya,Wajir/South,Drought,Resource-Based Conflict,Farming,1750,Pastoralism,500,Trade,33,Safety And Security,Lack Of Food And Water,Resource Based Conflict,Malaria,Tuberculosis,Diarrhea,3,50,50,50,50,Yes,288,6,Weather
594,2022-09-07,Garissa,Dadaab,Village,75,15,2020 To 2022,Drought,Flash Floods Or Seasonal Floods,Resource-Based Conflict,40,2020 To 2022,Drought,Flash Floods Or Seasonal Floods,Resource-Based Conflict,0,Other,Other,Other,Other,Other,Other,20,Kenya,Lagdera,Drought,Flash Floods Or Seasonal Floods,Pastoralism,100,Trade,20,Employment (Includes Public And Private Sectors),30,Lack Of Food And Water,Lack Of Access To Essential Services,Environmental Challenges,Acute Malnutrition,Malaria,No Additional Challenge,2,10,10,100,100,Yes,90,15,Lack Of Security
595,2022-09-07,Garissa,Dadaab,Village,70,20,2020 To 2022,Drought,Resource-Based Conflict,Other,35,2020 To 2022,Drought,Resource-Based Conflict,Other,15,2020 To 2022,Kenya,Lagdera,Drought,Resource-Based Conflict,Other,0,Other,Other,Other,Other,Pastoralism,600,Trade,23,Other,29,Environmental Challenges,Resource Based Conflict,Lack Of Food And Water,Malaria,Diarrhea,Acute Malnutrition,4,50,50,50,50,Yes,370,51,Lack Of Basic Services Water Electricity Etc
596,2022-09-07,Garissa,Garissa Township,Village,600,23,2020 To 2022,Drought,Resource-Based Conflict,Other,150,2020 To 2022,Drought,Resource-Based Conflict,Other,44,2020 To 2022,Kenya,Lagdera,Drought,Resource-Based Conflict,Other,19,Kenya,Fafi,Drought,Resource-Based Conflict,Farming,1750,Pastoralism,500,Trade,33,Safety And Security,Lack Of Food And Water,Resource Based Conflict,Malaria,Tuberculosis,Diarrhea,3,50,50,50,50,Yes,288,6,Weather
597,2022-09-07,Garissa,Garissa Township,Village,120,111,2020 To 2022,Drought,Resource-Based Conflict,Other,70,2020 To 2022,Drought,Resource-Based Conflict,Other,115,2020 To 2022,Kenya,Fafi,Drought,Resource-Based Conflict,Other,15,Kenya,Dadaab,Drought,Resource-Based Conflict,Farming,1750,Pastoralism,500,Trade,33,Safety And Security,Lack Of Food And Water,Resource Based Conflict,Malaria,Tuberculosis,Diarrhea,3,50,50,50,50,Yes,288,6,Weather
598,2022-09-07,Garissa,Garissa Township,Village,250,200,2020 To 2022,Drought,Resource-Based Conflict,Other,150,2020 To 2022,Drought,Resource-Based Conflict,Other,15,2020 To 2022,Kenya,Fafi,Drought,Resource-Based Conflict,Other,150,Kenya,Bura,Drought,Resource-Based Conflict,Farming,1750,Pastoralism,500,Trade,33,Safety And Security,Lack Of Food And Water,Resource Based Conflict,Malaria,Tuberculosis,Diarrhea,3,50,50,50,50,Yes,288,6,Weather
599,2022-09-07,Garissa,Garissa Township,Village,30,0,Other,Other,Other,Other,30,2020 To 2022,Drought,Resource-Based Conflict,Other,9,2020 To 2022,Kenya,Lagdera,Drought,Resource-Based Conflict,Other,88,Kenya,Dadaab,Drought,Resource-Based Conflict,Pastoralism,700,Trade,200,Employment (Includes Public And Private Sectors),30,Environmental Challenges,Lack Of Food And Water,Resource Based Conflict,Malaria,No Additional Challenge,No Additional Challenge,1,38,10,100,100,Yes,600,60,Lack Of Basic Services Water Electricity Etc
600,2022-09-07,Garissa,Garissa Township,Village,220,95,2020 To 2022,Drought,Resource-Based Conflict,Other,100,2020 To 2022,Drought,Resource-Based Conflict,Other,10,2020 To 2022,Kenya,Lagdera,Drought,Resource-Based Conflict,Other,200,Kenya,Fafi,Drought,Resource-Based Conflict,Farming,1750,Pastoralism,500,Trade,33,Safety And Security,Lack Of Food And Water,Resource Based Conflict,Malaria,Tuberculosis,Diarrhea,3,50,50,50,50,Yes,288,6,Weather
601,2022-09-07,Garissa,Lagdera,Village,1200,1000,2020 To 2022,Drought,Resource-Based Conflict,Other,1000,2020 To 2022,Drought,Resource-Based Conflict,Other,50,2020 To 2022,Kenya,Dadaab,Drought,Resource-Based Conflict,Other,150,Kenya,Dadaab,Drought,Resource-Based Conflict,Pastoralism,400,Other,200,Trade,5,Safety And Security,Resource Based Conflict,Lack Of Food And Water,Malaria,Pneumonia,Diarrhea,2,50,38,25,25,No,0,0,Weather
602,2022-09-07,Garissa,Garissa Township,Village,1700,37,2020 To 2022,Drought,Resource-Based Conflict,Other,850,2020 To 2022,Drought,Resource-Based Conflict,Other,41,2020 To 2022,Kenya,Fafi,Drought,Resource-Based Conflict,Other,20,Kenya,Fafi,Drought,Resource-Based Conflict,Pastoralism,400,Other,200,Trade,5,Safety And Security,Resource Based Conflict,Lack Of Food And Water,Malaria,Pneumonia,Diarrhea,2,50,38,25,25,No,0,0,Weather
